seq_name	length
MSTRG.23963.1	610
MSTRG.23963.2	403
MSTRG.23964.1	426
MSTRG.23964.2	425
MSTRG.23965.1	638
MSTRG.23965.2	308
MSTRG.23967.1	543
MSTRG.23968.1	264
MSTRG.23969.1	235
MSTRG.2397.1	445
MSTRG.23970.1	446
MSTRG.23971.1	366
MSTRG.23972.1	450
MSTRG.23972.2	412
MSTRG.23973.1	369
MSTRG.23974.1	538
MSTRG.23975.1	428
MSTRG.23975.2	165
MSTRG.23975.3	165
MSTRG.23976.1	136
MSTRG.23977.1	187
MSTRG.23978.1	302
MSTRG.23978.2	302
MSTRG.23979.1	693
MSTRG.2398.1	145
MSTRG.23981.1	323
MSTRG.23982.1	239
MSTRG.23982.2	239
MSTRG.23983.1	380
MSTRG.23984.1	249
MSTRG.23985.1	735
MSTRG.23986.1	143
MSTRG.23987.1	329
MSTRG.23989.1	251
MSTRG.23989.2	134
MSTRG.2399.1	193
MSTRG.23990.1	362
MSTRG.23991.1	841
MSTRG.23992.1	232
MSTRG.23993.1	1209
MSTRG.23994.1	124
MSTRG.23995.1	1278
MSTRG.23995.2	1277
MSTRG.23998.1	157
MSTRG.23998.2	373
MSTRG.23998.3	311
MSTRG.23998.4	344
MSTRG.23999.1	326
MSTRG.24.1	721
MSTRG.240.1	316
MSTRG.2400.1	484
MSTRG.2400.2	462
MSTRG.2400.3	230
MSTRG.24000.1	490
MSTRG.24000.2	369
MSTRG.24000.3	238
MSTRG.24001.1	179
MSTRG.24001.2	329
MSTRG.24001.3	1292
MSTRG.24002.1	117
MSTRG.24005.1	194
MSTRG.24006.1	326
MSTRG.24006.2	112
MSTRG.24006.3	326
MSTRG.24006.4	130
MSTRG.24007.1	326
MSTRG.24008.1	375
MSTRG.24008.10	376
MSTRG.24008.11	282
MSTRG.24008.12	331
MSTRG.24008.13	331
MSTRG.24008.14	331
MSTRG.24008.15	331
MSTRG.24008.16	347
MSTRG.24008.2	375
MSTRG.24008.3	331
MSTRG.24008.5	378
MSTRG.24008.6	331
MSTRG.24008.7	378
MSTRG.24008.8	376
MSTRG.24008.9	376
MSTRG.2401.1	183
MSTRG.24010.1	232
MSTRG.24011.1	389
MSTRG.24012.1	132
MSTRG.24013.1	136
MSTRG.24014.1	197
MSTRG.24015.1	504
MSTRG.24016.1	1060
MSTRG.24017.1	360
MSTRG.24017.2	380
MSTRG.24018.1	331
MSTRG.24019.1	497
MSTRG.2402.1	259
MSTRG.24020.1	352
MSTRG.24021.1	1129
MSTRG.24021.2	878
MSTRG.24022.1	267
MSTRG.24022.2	272
MSTRG.24023.1	515
MSTRG.24023.2	515
MSTRG.24023.3	515
MSTRG.24023.4	515
MSTRG.24023.5	515
MSTRG.24024.1	185
MSTRG.24025.1	669
MSTRG.24025.2	667
MSTRG.24025.3	667
MSTRG.24025.4	667
MSTRG.24026.1	138
MSTRG.24028.1	526
MSTRG.24029.1	389
MSTRG.2403.1	146
MSTRG.24030.1	543
MSTRG.24030.2	545
MSTRG.24031.1	125
MSTRG.24032.1	412
MSTRG.24032.2	150
MSTRG.24033.1	242
MSTRG.24034.1	261
MSTRG.24035.1	505
MSTRG.24036.1	471
MSTRG.24037.1	349
MSTRG.24039.1	499
MSTRG.2404.1	166
MSTRG.2404.2	166
MSTRG.2404.3	166
MSTRG.24044.1	341
MSTRG.24044.2	675
MSTRG.24045.1	573
MSTRG.24046.1	212
MSTRG.24048.1	400
MSTRG.24049.1	819
MSTRG.24049.2	505
MSTRG.24051.1	536
MSTRG.24052.1	516
MSTRG.24053.1	314
MSTRG.24055.1	1905
MSTRG.24055.2	1808
MSTRG.24056.1	255
MSTRG.24056.2	256
MSTRG.24057.1	254
MSTRG.24058.1	239
MSTRG.24059.1	510
MSTRG.24060.1	659
MSTRG.24061.1	134
MSTRG.24061.10	131
MSTRG.24061.11	211
MSTRG.24061.2	207
MSTRG.24061.3	131
MSTRG.24061.4	210
MSTRG.24061.5	134
MSTRG.24061.6	134
MSTRG.24061.7	132
MSTRG.24061.8	210
MSTRG.24061.9	153
MSTRG.24062.1	208
MSTRG.24063.1	1475
MSTRG.24065.1	342
MSTRG.24066.1	250
MSTRG.24067.1	655
MSTRG.24069.1	235
MSTRG.24070.1	235
MSTRG.24071.1	749
MSTRG.24071.2	648
MSTRG.24071.3	749
MSTRG.24071.4	648
MSTRG.24071.5	364
MSTRG.24072.1	775
MSTRG.24073.1	1001
MSTRG.24074.1	717
MSTRG.24074.2	716
MSTRG.24075.1	387
MSTRG.24076.1	177
MSTRG.24077.1	311
MSTRG.24077.2	235
MSTRG.24078.1	585
MSTRG.24078.2	582
MSTRG.24079.1	413
MSTRG.24079.2	413
MSTRG.24079.3	412
MSTRG.2408.1	536
MSTRG.2408.2	535
MSTRG.2408.3	536
MSTRG.24080.1	373
MSTRG.24081.1	285
MSTRG.24082.1	114
MSTRG.24082.2	114
MSTRG.24082.3	114
MSTRG.24084.1	312
MSTRG.24085.1	217
MSTRG.24086.1	356
MSTRG.24086.2	276
MSTRG.24087.1	280
MSTRG.24088.1	212
MSTRG.24089.1	280
MSTRG.2409.1	655
MSTRG.24090.1	437
MSTRG.24093.1	531
MSTRG.24096.1	1193
MSTRG.24096.2	1193
MSTRG.24096.3	1193
MSTRG.24096.4	1193
MSTRG.24097.1	127
MSTRG.24098.1	968
MSTRG.24099.1	383
MSTRG.24099.2	383
MSTRG.24100.1	755
MSTRG.24100.2	753
MSTRG.24100.3	753
MSTRG.24100.4	753
MSTRG.24100.5	1195
MSTRG.24103.1	375
MSTRG.24103.2	383
MSTRG.24106.1	126
MSTRG.24108.1	1195
MSTRG.2411.1	641
MSTRG.24110.1	1117
MSTRG.24112.1	109
MSTRG.24113.1	1190
MSTRG.24113.2	1190
MSTRG.24114.1	207
MSTRG.24116.1	381
MSTRG.24117.1	598
MSTRG.24118.1	263
MSTRG.24118.2	186
MSTRG.24119.1	448
MSTRG.24119.2	389
MSTRG.2412.1	982
MSTRG.24120.1	185
MSTRG.24120.2	266
MSTRG.24121.1	172
MSTRG.24121.2	205
MSTRG.24122.1	1584
MSTRG.24122.2	1579
MSTRG.24123.1	283
MSTRG.24124.1	283
MSTRG.24125.1	282
MSTRG.24126.1	263
MSTRG.24127.1	208
MSTRG.24128.1	283
MSTRG.24128.2	283
MSTRG.24128.3	254
MSTRG.24128.4	283
MSTRG.24129.1	456
MSTRG.2413.1	480
MSTRG.2413.2	480
MSTRG.24130.1	639
MSTRG.24130.2	422
MSTRG.24131.1	220
MSTRG.24133.1	243
MSTRG.24134.1	190
MSTRG.24135.1	439
MSTRG.24136.1	457
MSTRG.24136.2	381
MSTRG.24137.1	317
MSTRG.24137.2	158
MSTRG.24138.1	408
MSTRG.2414.1	338
MSTRG.24140.1	311
MSTRG.24141.1	488
MSTRG.24141.2	488
MSTRG.24142.1	189
MSTRG.24143.1	417
MSTRG.24144.1	423
MSTRG.24145.1	301
MSTRG.24146.1	410
MSTRG.24146.2	410
MSTRG.24146.3	410
MSTRG.24146.4	410
MSTRG.24147.1	399
MSTRG.24147.2	399
MSTRG.24148.1	568
MSTRG.24149.1	448
MSTRG.2415.1	478
MSTRG.24150.1	409
MSTRG.24151.1	311
MSTRG.24152.1	107
MSTRG.24153.1	110
MSTRG.24154.1	490
MSTRG.24155.1	363
MSTRG.24156.1	519
MSTRG.24156.2	561
MSTRG.24156.3	262
MSTRG.24156.4	563
MSTRG.24156.5	519
MSTRG.24156.6	262
MSTRG.24157.1	1396
MSTRG.24158.1	217
MSTRG.24158.2	216
MSTRG.2416.1	519
MSTRG.24165.1	276
MSTRG.24168.1	424
MSTRG.24169.1	251
MSTRG.2417.1	316
MSTRG.2417.2	220
MSTRG.24170.1	387
MSTRG.24172.1	718
MSTRG.24172.2	669
MSTRG.24172.3	677
MSTRG.24173.1	356
MSTRG.24174.1	112
MSTRG.24174.2	329
MSTRG.24174.3	225
MSTRG.24175.1	316
MSTRG.24176.1	474
MSTRG.24176.2	474
MSTRG.24177.1	273
MSTRG.24178.1	316
MSTRG.24178.2	195
MSTRG.24179.1	275
MSTRG.24180.1	167
MSTRG.24181.1	394
MSTRG.24182.1	271
MSTRG.24183.1	387
MSTRG.24184.2	180
MSTRG.24185.1	254
MSTRG.24186.1	610
MSTRG.24187.1	428
MSTRG.24188.1	343
MSTRG.24189.1	363
MSTRG.24189.2	451
MSTRG.2419.1	170
MSTRG.24190.1	473
MSTRG.24190.2	380
MSTRG.24190.3	375
MSTRG.24191.1	396
MSTRG.24192.1	429
MSTRG.24193.1	602
MSTRG.24193.2	602
MSTRG.24193.3	602
MSTRG.24193.4	602
MSTRG.24193.5	602
MSTRG.24193.6	456
MSTRG.24194.1	850
MSTRG.24195.1	606
MSTRG.24195.2	606
MSTRG.24196.1	184
MSTRG.24196.2	184
MSTRG.24196.3	184
MSTRG.24197.1	469
MSTRG.24198.1	179
MSTRG.24199.1	190
MSTRG.2420.1	516
MSTRG.24200.1	768
MSTRG.24201.1	307
MSTRG.24202.1	634
MSTRG.24203.1	607
MSTRG.24204.1	1047
MSTRG.24206.1	180
MSTRG.24207.1	660
MSTRG.24207.2	223
MSTRG.24208.1	791
MSTRG.24208.2	614
MSTRG.24208.3	614
MSTRG.24208.4	713
MSTRG.24208.5	240
MSTRG.24209.1	308
MSTRG.2421.1	321
MSTRG.24210.1	1097
MSTRG.24211.1	374
MSTRG.24212.1	154
MSTRG.24212.2	154
MSTRG.24213.1	166
MSTRG.24215.1	289
MSTRG.24217.1	1019
MSTRG.24218.1	170
MSTRG.24219.1	223
MSTRG.2422.1	356
MSTRG.2422.2	344
MSTRG.24220.1	815
MSTRG.24221.1	422
MSTRG.24222.1	309
MSTRG.24223.1	941
MSTRG.24224.1	668
MSTRG.24225.1	546
MSTRG.24226.1	267
MSTRG.24227.1	913
MSTRG.24228.1	441
MSTRG.24229.1	432
MSTRG.2423.1	516
MSTRG.24230.1	469
MSTRG.24230.2	354
MSTRG.24230.3	274
MSTRG.24230.4	418
MSTRG.24231.1	484
MSTRG.24231.2	191
MSTRG.24231.3	199
MSTRG.24231.4	288
MSTRG.24231.5	199
MSTRG.24231.6	217
MSTRG.24231.7	217
MSTRG.24231.8	199
MSTRG.24231.9	217
MSTRG.24232.1	249
MSTRG.24233.1	130
MSTRG.24233.2	131
MSTRG.24233.3	114
MSTRG.24236.1	237
MSTRG.24238.1	490
MSTRG.2424.1	1251
MSTRG.24240.1	482
MSTRG.24241.1	481
MSTRG.24242.1	460
MSTRG.24242.2	180
MSTRG.24243.1	251
MSTRG.24244.1	330
MSTRG.24245.1	390
MSTRG.24245.2	390
MSTRG.24245.3	390
MSTRG.24246.1	296
MSTRG.24246.2	121
MSTRG.24247.1	179
MSTRG.24248.1	240
MSTRG.24249.1	382
MSTRG.24249.2	200
MSTRG.2425.1	367
MSTRG.24250.1	512
MSTRG.24250.2	512
MSTRG.24251.1	175
MSTRG.24253.1	391
MSTRG.24255.1	134
MSTRG.24256.1	625
MSTRG.24257.1	115
MSTRG.24258.1	523
MSTRG.24258.2	514
MSTRG.24259.1	242
MSTRG.2426.1	188
MSTRG.24260.1	381
MSTRG.24261.1	437
MSTRG.24261.10	241
MSTRG.24261.2	445
MSTRG.24261.3	420
MSTRG.24261.4	445
MSTRG.24261.5	437
MSTRG.24261.6	445
MSTRG.24261.7	300
MSTRG.24261.8	234
MSTRG.24261.9	442
MSTRG.24262.1	227
MSTRG.24262.2	229
MSTRG.24263.1	227
MSTRG.24264.1	173
MSTRG.24264.3	170
MSTRG.24265.1	206
MSTRG.24265.2	206
MSTRG.24266.1	438
MSTRG.24266.2	253
MSTRG.24267.1	458
MSTRG.24268.1	313
MSTRG.24269.1	669
MSTRG.2427.1	560
MSTRG.24270.1	392
MSTRG.24270.2	502
MSTRG.24271.1	340
MSTRG.24272.1	160
MSTRG.24273.1	145
MSTRG.24274.1	124
MSTRG.24275.1	479
MSTRG.24275.2	479
MSTRG.24276.1	879
MSTRG.24277.1	700
MSTRG.24277.2	700
MSTRG.24279.1	293
MSTRG.2428.1	316
MSTRG.2428.2	268
MSTRG.2428.3	296
MSTRG.24280.1	151
MSTRG.24280.2	151
MSTRG.24281.1	105
MSTRG.24282.1	553
MSTRG.24283.1	211
MSTRG.24283.2	113
MSTRG.24284.1	134
MSTRG.24285.1	149
MSTRG.24285.2	149
MSTRG.24286.1	268
MSTRG.24286.2	267
MSTRG.24286.3	267
MSTRG.24287.1	249
MSTRG.24288.1	828
MSTRG.2429.1	109
MSTRG.2429.2	109
MSTRG.24290.1	151
MSTRG.24291.1	137
MSTRG.24294.1	416
MSTRG.24295.1	588
MSTRG.24295.2	442
MSTRG.24299.1	594
MSTRG.243.1	197
MSTRG.2430.1	373
MSTRG.24300.1	183
MSTRG.24300.2	183
MSTRG.24300.3	162
MSTRG.24302.1	632
MSTRG.24303.1	146
MSTRG.24303.2	146
MSTRG.24303.3	146
MSTRG.24303.4	146
MSTRG.24303.5	146
MSTRG.24303.6	146
MSTRG.24304.1	399
MSTRG.24304.2	290
MSTRG.24304.3	502
MSTRG.24307.1	684
MSTRG.2431.1	477
MSTRG.2431.2	477
MSTRG.24311.1	514
MSTRG.24311.2	309
MSTRG.24313.1	136
MSTRG.24313.2	184
MSTRG.24313.3	136
MSTRG.24313.4	184
MSTRG.24313.5	184
MSTRG.24314.1	361
MSTRG.24315.1	447
MSTRG.24315.2	447
MSTRG.24317.1	267
MSTRG.24319.1	233
MSTRG.2432.1	425
MSTRG.24320.1	107
MSTRG.24320.2	687
MSTRG.24322.1	241
MSTRG.24323.1	722
MSTRG.24323.2	722
MSTRG.24323.3	722
MSTRG.24324.1	427
MSTRG.24325.1	674
MSTRG.24325.2	1071
MSTRG.24326.1	555
MSTRG.24327.1	323
MSTRG.24327.2	323
MSTRG.24328.1	1123
MSTRG.24328.2	731
MSTRG.24328.3	1091
MSTRG.24329.1	132
MSTRG.24330.1	103
MSTRG.24331.1	1080
MSTRG.24332.1	160
MSTRG.24333.1	127
MSTRG.24334.1	158
MSTRG.24335.1	314
MSTRG.24335.2	369
MSTRG.24336.1	370
MSTRG.24337.1	112
MSTRG.24338.1	345
MSTRG.24339.1	199
MSTRG.2434.1	615
MSTRG.24340.1	169
MSTRG.24341.1	112
MSTRG.24341.2	123
MSTRG.24342.1	200
MSTRG.24344.1	105
MSTRG.24346.1	314
MSTRG.24347.1	537
MSTRG.24348.1	266
MSTRG.24349.1	239
MSTRG.2435.1	617
MSTRG.24350.1	177
MSTRG.24351.1	419
MSTRG.24352.1	419
MSTRG.24352.2	190
MSTRG.24353.1	450
MSTRG.24354.1	488
MSTRG.24354.2	470
MSTRG.24355.1	616
MSTRG.24357.1	745
MSTRG.24358.1	466
MSTRG.24359.1	135
MSTRG.2436.1	906
MSTRG.24360.1	762
MSTRG.24361.1	281
MSTRG.24362.1	186
MSTRG.24363.1	779
MSTRG.24364.1	116
MSTRG.24365.1	144
MSTRG.24367.1	595
MSTRG.24368.1	592
MSTRG.24368.2	352
MSTRG.24368.3	352
MSTRG.24368.4	352
MSTRG.24368.5	286
MSTRG.2437.1	509
MSTRG.24371.1	103
MSTRG.24372.1	281
MSTRG.24372.2	281
MSTRG.24372.3	281
MSTRG.24373.1	129
MSTRG.24374.1	204
MSTRG.24375.1	203
MSTRG.24377.1	141
MSTRG.24378.1	636
MSTRG.24379.1	522
MSTRG.2438.1	454
MSTRG.2438.2	319
MSTRG.24380.1	509
MSTRG.24381.1	530
MSTRG.24382.1	332
MSTRG.24383.1	305
MSTRG.24385.1	452
MSTRG.24385.2	326
MSTRG.24386.1	219
MSTRG.24386.2	218
MSTRG.24387.1	277
MSTRG.24389.1	470
MSTRG.2439.1	210
MSTRG.2439.2	118
MSTRG.24390.1	204
MSTRG.24391.1	204
MSTRG.24392.1	213
MSTRG.24393.1	352
MSTRG.24394.1	280
MSTRG.24395.1	724
MSTRG.24396.1	724
MSTRG.24396.2	724
MSTRG.24397.1	500
MSTRG.24398.1	305
MSTRG.24398.2	235
MSTRG.24398.3	511
MSTRG.24398.4	511
MSTRG.24398.5	519
MSTRG.24398.6	542
MSTRG.24398.7	511
MSTRG.24398.8	511
MSTRG.24398.9	519
MSTRG.24399.1	309
MSTRG.244.1	178
MSTRG.2440.1	412
MSTRG.24400.1	546
MSTRG.24400.2	319
MSTRG.24400.3	369
MSTRG.24401.1	271
MSTRG.24402.1	673
MSTRG.24402.2	988
MSTRG.24404.1	927
MSTRG.24406.1	1010
MSTRG.24406.2	1010
MSTRG.24407.1	982
MSTRG.24408.1	212
MSTRG.24408.2	459
MSTRG.24408.3	205
MSTRG.24409.1	741
MSTRG.24409.2	714
MSTRG.24409.3	712
MSTRG.2441.1	142
MSTRG.24410.1	427
MSTRG.24411.1	219
MSTRG.24411.2	171
MSTRG.24412.1	354
MSTRG.24413.1	226
MSTRG.24413.2	226
MSTRG.24413.3	136
MSTRG.24413.4	226
MSTRG.24413.5	241
MSTRG.24413.6	241
MSTRG.24413.7	136
MSTRG.24415.1	486
MSTRG.24415.2	486
MSTRG.24415.3	486
MSTRG.24416.1	1122
MSTRG.24417.1	143
MSTRG.24418.1	310
MSTRG.24419.1	1142
MSTRG.2442.1	261
MSTRG.24421.1	449
MSTRG.24422.1	728
MSTRG.24422.2	126
MSTRG.24424.1	577
MSTRG.24425.1	329
MSTRG.24426.1	244
MSTRG.24427.1	535
MSTRG.24429.1	242
MSTRG.24429.2	110
MSTRG.24429.3	137
MSTRG.24429.4	242
MSTRG.24429.5	242
MSTRG.2443.1	526
MSTRG.24431.1	791
MSTRG.24433.1	390
MSTRG.24434.1	652
MSTRG.24434.2	652
MSTRG.24435.1	266
MSTRG.24436.1	972
MSTRG.24437.1	396
MSTRG.24438.1	513
MSTRG.24439.1	794
MSTRG.24439.2	601
MSTRG.2444.1	316
MSTRG.24441.1	475
MSTRG.24442.1	306
MSTRG.24443.1	207
MSTRG.24444.1	130
MSTRG.24445.1	267
MSTRG.24447.1	378
MSTRG.24449.1	498
MSTRG.2445.1	654
MSTRG.2445.2	654
MSTRG.24450.1	416
MSTRG.24451.1	658
MSTRG.24452.1	253
MSTRG.24452.2	442
MSTRG.24453.1	793
MSTRG.24453.2	796
MSTRG.24453.3	404
MSTRG.24454.1	1073
MSTRG.24455.1	492
MSTRG.24456.1	227
MSTRG.24457.1	513
MSTRG.24458.1	877
MSTRG.24458.2	721
MSTRG.24458.3	422
MSTRG.2446.1	182
MSTRG.24460.1	610
MSTRG.24461.1	779
MSTRG.24461.2	690
MSTRG.24461.3	668
MSTRG.24461.4	690
MSTRG.24461.5	756
MSTRG.24462.1	689
MSTRG.24463.1	431
MSTRG.24463.2	431
MSTRG.24463.3	399
MSTRG.24463.4	399
MSTRG.24464.1	100
MSTRG.24465.1	854
MSTRG.24465.2	854
MSTRG.24465.3	854
MSTRG.24466.1	142
MSTRG.24467.1	486
MSTRG.24468.1	472
MSTRG.24469.1	458
MSTRG.2447.1	329
MSTRG.24470.1	490
MSTRG.24472.1	142
MSTRG.24473.1	306
MSTRG.24473.2	271
MSTRG.24474.1	663
MSTRG.24477.1	230
MSTRG.24478.1	280
MSTRG.24479.1	360
MSTRG.2448.1	319
MSTRG.24480.1	476
MSTRG.24481.1	146
MSTRG.24482.1	300
MSTRG.24484.1	338
MSTRG.24484.2	182
MSTRG.24484.3	182
MSTRG.24485.1	156
MSTRG.24486.1	423
MSTRG.24486.2	423
MSTRG.24486.3	423
MSTRG.24486.4	423
MSTRG.24487.1	241
MSTRG.24488.1	292
MSTRG.24489.1	215
MSTRG.2449.1	276
MSTRG.24490.1	336
MSTRG.24491.1	479
MSTRG.24493.1	440
MSTRG.24494.1	531
MSTRG.24495.1	621
MSTRG.24496.1	186
MSTRG.24497.1	153
MSTRG.24497.2	153
MSTRG.24498.1	263
MSTRG.24498.2	264
MSTRG.24499.2	124
MSTRG.245.1	262
MSTRG.2450.1	608
MSTRG.2450.2	389
MSTRG.2450.3	315
MSTRG.2450.4	381
MSTRG.24500.1	285
MSTRG.24501.1	497
MSTRG.24501.2	498
MSTRG.24502.1	876
MSTRG.24503.1	531
MSTRG.24503.2	155
MSTRG.24504.1	306
MSTRG.24505.1	377
MSTRG.24505.2	301
MSTRG.24505.3	174
MSTRG.24505.4	243
MSTRG.24505.5	232
MSTRG.24505.6	240
MSTRG.24505.7	182
MSTRG.24506.1	225
MSTRG.24506.2	225
MSTRG.24506.3	225
MSTRG.24507.1	215
MSTRG.24507.2	215
MSTRG.24508.1	620
MSTRG.24509.1	423
MSTRG.24509.2	398
MSTRG.24509.3	120
MSTRG.24511.1	150
MSTRG.24512.1	507
MSTRG.24513.1	639
MSTRG.24514.1	306
MSTRG.24514.2	502
MSTRG.24515.1	224
MSTRG.24518.1	305
MSTRG.24519.1	540
MSTRG.24519.2	540
MSTRG.24519.3	480
MSTRG.2452.1	416
MSTRG.24520.1	1229
MSTRG.24521.1	613
MSTRG.24522.1	203
MSTRG.24523.1	312
MSTRG.24524.1	290
MSTRG.24525.1	353
MSTRG.24526.1	1376
MSTRG.24526.2	1366
MSTRG.24526.3	1377
MSTRG.24527.1	393
MSTRG.24527.2	369
MSTRG.24528.1	241
MSTRG.24529.1	437
MSTRG.2453.1	182
MSTRG.24530.1	371
MSTRG.24531.1	374
MSTRG.24531.2	265
MSTRG.24531.3	222
MSTRG.24531.4	265
MSTRG.24532.1	533
MSTRG.24532.2	534
MSTRG.24533.1	411
MSTRG.24533.2	351
MSTRG.24534.1	109
MSTRG.24535.1	110
MSTRG.24536.1	583
MSTRG.24537.1	183
MSTRG.2454.1	763
MSTRG.24540.1	132
MSTRG.24540.2	131
MSTRG.24541.1	536
MSTRG.24541.2	282
MSTRG.24541.3	533
MSTRG.24541.4	533
MSTRG.24542.1	261
MSTRG.24543.1	419
MSTRG.24544.1	248
MSTRG.24545.1	242
MSTRG.24546.1	331
MSTRG.24547.1	281
MSTRG.24547.2	361
MSTRG.24547.3	400
MSTRG.24548.1	180
MSTRG.24549.1	310
MSTRG.24549.2	310
MSTRG.2455.1	561
MSTRG.2455.2	423
MSTRG.24550.1	362
MSTRG.24552.1	875
MSTRG.24552.2	493
MSTRG.24553.1	238
MSTRG.24553.2	393
MSTRG.24553.3	272
MSTRG.24553.4	394
MSTRG.24554.1	862
MSTRG.24555.1	296
MSTRG.24555.2	296
MSTRG.24556.1	783
MSTRG.24556.2	782
MSTRG.24557.1	181
MSTRG.24557.2	165
MSTRG.24558.1	367
MSTRG.24559.1	615
MSTRG.2456.1	185
MSTRG.24560.1	192
MSTRG.24561.1	640
MSTRG.24562.1	123
MSTRG.24563.1	257
MSTRG.24564.1	322
MSTRG.24564.2	167
MSTRG.24565.1	258
MSTRG.24566.1	672
MSTRG.24566.2	442
MSTRG.24567.1	157
MSTRG.24568.1	147
MSTRG.24569.1	339
MSTRG.24569.2	339
MSTRG.2457.1	179
MSTRG.24571.1	483
MSTRG.24571.10	205
MSTRG.24571.11	411
MSTRG.24571.12	250
MSTRG.24571.13	456
MSTRG.24571.14	263
MSTRG.24571.15	456
MSTRG.24571.2	341
MSTRG.24571.3	308
MSTRG.24571.4	421
MSTRG.24571.5	421
MSTRG.24571.6	250
MSTRG.24571.7	240
MSTRG.24571.8	240
MSTRG.24571.9	250
MSTRG.24574.1	347
MSTRG.24574.2	256
MSTRG.24575.1	381
MSTRG.24576.1	228
MSTRG.24577.1	193
MSTRG.24579.1	623
MSTRG.2458.1	351
MSTRG.2458.2	200
MSTRG.2458.3	200
MSTRG.24580.1	335
MSTRG.24581.1	649
MSTRG.24583.1	647
MSTRG.24584.1	592
MSTRG.24585.1	635
MSTRG.24586.1	170
MSTRG.24587.1	497
MSTRG.24589.1	184
MSTRG.2459.1	621
MSTRG.2459.2	337
MSTRG.24590.1	443
MSTRG.24591.1	1474
MSTRG.24591.2	1475
MSTRG.24592.1	429
MSTRG.24593.1	487
MSTRG.24594.1	308
MSTRG.24594.2	456
MSTRG.24594.3	467
MSTRG.24594.4	308
MSTRG.24595.1	117
MSTRG.24596.1	467
MSTRG.24596.2	237
MSTRG.24596.3	287
MSTRG.24597.1	482
MSTRG.24599.1	736
MSTRG.24599.2	730
MSTRG.24599.3	730
MSTRG.2460.1	446
MSTRG.24600.1	372
MSTRG.24600.2	507
MSTRG.24600.3	154
MSTRG.24601.1	280
MSTRG.24602.1	507
MSTRG.24603.1	147
MSTRG.24604.3	142
MSTRG.24605.1	341
MSTRG.24606.1	482
MSTRG.24606.2	487
MSTRG.24607.1	219
MSTRG.24607.2	168
MSTRG.24608.1	321
MSTRG.24608.2	693
MSTRG.24608.3	591
MSTRG.24609.1	582
MSTRG.2461.1	435
MSTRG.24610.1	359
MSTRG.24611.1	324
MSTRG.24612.1	118
MSTRG.24613.1	477
MSTRG.24614.1	663
MSTRG.24615.1	239
MSTRG.24615.2	239
MSTRG.24615.3	223
MSTRG.24615.4	217
MSTRG.24616.1	380
MSTRG.24617.1	837
MSTRG.24617.2	837
MSTRG.24618.1	314
MSTRG.24619.1	717
MSTRG.2462.1	426
MSTRG.24620.1	306
MSTRG.24621.1	281
MSTRG.24622.1	408
MSTRG.24623.1	1090
MSTRG.24624.1	187
MSTRG.24625.1	878
MSTRG.24626.1	385
MSTRG.24628.1	565
MSTRG.24629.1	427
MSTRG.24629.2	288
MSTRG.24629.3	289
MSTRG.2463.1	390
MSTRG.24630.1	522
MSTRG.24631.1	2003
MSTRG.24631.2	1887
MSTRG.24631.3	1974
MSTRG.24632.1	596
MSTRG.24632.2	1170
MSTRG.24632.3	1162
MSTRG.24632.4	823
MSTRG.24633.1	334
MSTRG.24635.1	240
MSTRG.24635.2	356
MSTRG.24635.3	277
MSTRG.24635.4	345
MSTRG.24636.1	615
MSTRG.24637.1	502
MSTRG.24638.1	357
MSTRG.24638.2	360
MSTRG.24638.3	360
MSTRG.24638.4	361
MSTRG.24638.5	361
MSTRG.24638.6	291
MSTRG.24639.1	321
MSTRG.2464.1	482
MSTRG.2464.2	170
MSTRG.2464.3	234
MSTRG.2464.4	278
MSTRG.24640.1	244
MSTRG.24643.1	213
MSTRG.24644.1	155
MSTRG.24644.2	154
MSTRG.24645.1	271
MSTRG.24646.1	291
MSTRG.24646.2	192
MSTRG.24646.3	189
MSTRG.24646.4	192
MSTRG.24646.5	192
MSTRG.24648.1	257
MSTRG.24649.1	333
MSTRG.2465.1	169
MSTRG.2465.2	311
MSTRG.24650.1	214
MSTRG.24650.2	246
MSTRG.24650.3	214
MSTRG.24650.4	242
MSTRG.24651.6	112
MSTRG.24651.7	254
MSTRG.24653.1	218
MSTRG.24653.2	244
MSTRG.24653.3	140
MSTRG.24653.4	255
MSTRG.24655.1	132
MSTRG.24657.1	211
MSTRG.24657.2	211
MSTRG.24657.3	234
MSTRG.24657.4	211
MSTRG.24657.5	114
MSTRG.24658.1	273
MSTRG.24658.2	273
MSTRG.24659.1	268
MSTRG.2466.1	562
MSTRG.24660.1	213
MSTRG.24660.2	206
MSTRG.24660.3	196
MSTRG.24661.1	267
MSTRG.24662.1	277
MSTRG.24663.1	273
MSTRG.24664.1	211
MSTRG.24665.1	151
MSTRG.24665.2	107
MSTRG.24666.1	139
MSTRG.24667.1	187
MSTRG.24668.1	152
MSTRG.24669.1	296
MSTRG.2467.1	883
MSTRG.24671.1	229
MSTRG.24672.1	1532
MSTRG.24675.1	177
MSTRG.24675.2	177
MSTRG.24676.1	229
MSTRG.24676.2	229
MSTRG.24677.1	190
MSTRG.24678.1	191
MSTRG.24679.1	541
MSTRG.2468.1	384
MSTRG.24680.1	127
MSTRG.24681.1	727
MSTRG.24682.1	373
MSTRG.24683.1	351
MSTRG.24684.1	872
MSTRG.24684.2	872
MSTRG.24684.3	872
MSTRG.24685.1	592
MSTRG.24686.1	672
